Participant,Scores
(D6,"[4,3,14,8,1,13,15,7,11,9,12,10,5,6,2]",)
(D5,"[9, 3, 13, 6, 1, 15, 14, 7, 12, 10, 11, 8, 4, 5, 2 ]",)
(A1,"[3, 4, 14, 7, 1, 12, 15, 8, 11, 9, 10, 13, 5, 6, 2]",)
(B7,"[14, 8, 9, 10, 11, 15, 7, 1, 2, 13, 6, 5, 4, 12, 3]",)
(B9,"[15, 6, 7, 11, 4, 13, 9, 1, 8, 12, 14, 3, 5, 10, 2]",)
(B11,"[10, 3, 8, 12, 6, 15, 14, 1, 11, 13, 7, 2, 9, 5, 4]",)
(C8,"[10, 4, 13, 14, 3, 11, 12, 1, 8, 15, 7, 2, 9, 5, 6]",)
(C12,"[3, 4, 14, 7, 1, 12, 15, 8, 11, 9, 10, 13, 5, 6, 2]",)
