"1.2 litres of water per person
2.First-aid kit
3.2 litres of 180 proof liquor
4.Magnetic compass
5.Bottle of 1000 salt tablets
6.A book entitled ‘Desert Animals That Can Be Eaten’
7.Air map of the area
8.Folding knife
9.Sunglasses (for everyone)
10.Overcoat (for everyone)
11.Torch with 4 battery-cells
12.45 calibre pistol (loaded)
13.Plastic raincoat (large size)
14.A cosmetic mirror
15.Parachute (red & white)"
"1. 2 litres of water per person
2. Air map of the area
3. Magnetic compass
4. 45 calibre pistol (loaded)
5. A book entitled ‘Desert Animals That Can Be Eaten’
6. Folding knife
7. Torch with 4 battery-cells
8. Plastic raincoat (large size)
9. Parachute (red & white)
10. Bottle of 1000 salt tablets
11. First-aid kit
12. 2 litres of 180 proof liquor
13. Overcoat (for everyone)
14. Sunglasses (for everyone)
15. Cosmetic mirror"
"1. 2 litres of 180 proof liquor
2. First-aid kit
3. Magnetic compass
4. A book entitled ‘Desert Animals That Can Be Eaten’
5. 2 litres of water per person
6. Air map of the area
7. Folding knife
8. Bottle of 1000 salt tablets
9. Sunglasses (for everyone)
10. Overcoat (for everyone)
11. Torch with 4 battery-cells
12. 45 calibre pistol (loaded)
13. A cosmetic mirror
14. Plastic raincoat (large size)
15. Parachute (red & white)"
"1.2 litres of 180 proof liquor
2.First-aid kit
3.2 litres of water per person
4.Sunglasses (for everyone)
5.Overcoat (for everyone)
6.Magnetic compass
7.Folding knife
8.45 calibre pistol (loaded)
9.Torch with 4 battery-cells
10.Parachute (red & white)
11.Air map of the area
12.A cosmetic mirror
13.A book entitled ‘Desert Animals That Can Be Eaten'
14.Bottle of 1000 salt tablets
15.Plastic raincoat (large size)"
"1. 2 litres of 180 proof liquor
2. First-aid kit
3. Magnetic compass
4. A book entitled ‘Desert Animals That Can Be Eaten’
5. 2 litres of water per person
6. Air map of the area
7. Folding knife
8. Bottle of 1000 salt tablets
9. Sunglasses (for everyone)
10. Overcoat (for everyone)
11. Torch with 4 battery-cells
12. 45 calibre pistol (loaded)
13. Cosmetic mirror
14. Plastic raincoat (large size)
15. Parachute (red & white)"
"1. 2 litres of water per person
2. First-aid kit
3. Magnetic compass
4. Folding knife
5. Plastic raincoat (large size)
6. A book entitled ‘Desert Animals That Can Be Eaten’
7. Torch with 4 battery-cells
8. Air map of the area
9. Bottle of 1000 salt tablets
10. Parachute (red & white)
11. Sunglasses (for everyone)
12. Air map of the area
13. 45 calibre pistol (loaded)
14. Overcoat (for everyone)
15. A cosmetic mirror"
"1. 2 litres of water per person 
2. Parachute (red & white) 
3. A cosmetic mirror 
4. Overcoat (for everyone) 
5. Sunglasses (for everyone) 
6. A book entitled ‘Desert Animals That Can Be Eaten’ 
7. 2 litres of 180 proof liquor 
8. Torch with 4 battery-cells 
9. Folding knife
10. 45 calibre pistol (loaded) 
11. Plastic raincoat (large size) 
12. First-aid kit 
13. Bottle of 1000 salt tablets 
14. Magnetic compass 
15. Air map of the area"
"1. 2 litres of 180 proof liquor
2. First-aid kit
3. Magnetic compass
4. A book entitled ‘Desert Animals That Can Be Eaten’
5. 2 litres of water per person
6. Air map of the area
7. Folding knife
8. Bottle of 1000 salt tablets
9. Sunglasses (for everyone)
10. Overcoat (for everyone)
11. Torch with 4 battery-cells
12. 45 calibre pistol (loaded)
13. Cosmetic mirror
14. Plastic raincoat (large size)
15. Parachute (red & white)"
"1. 2 litres of water per person
2. A book entitled ‘Desert Animals That Can Be Eaten’
3. Folding knife
4. Air map of the area
5. Magnetic compass
6. 45 calibre pistol (loaded)
7. Torch with 4 battery-cells
8. Bottle of 1000 salt tablets
9. Parachute (red & white)
10. Sunglasses (for everyone)
11. 2 litres of 180 proof liquor
12. Overcoat (for everyone)
13. A cosmetic mirror
14. First-aid kit
15. Plastic raincoat (large size)"
