ID,total_focus_time,element_switch_count,element_switch_speed,totaltime_x,click_count_x,total_mouse_movement_x,mousewheel_count_x,total_mousewheel_distance_x,average_mousewheel_distance_x,copy_count_x,average_copy_length_x,paste_count_x,average_paste_length_x,delete_count_x,keypress_count_x,highlight_count_x,average_highlight_length_x,idle_count_x,average_idle_duration_x,total_idle_duration_x,prompts_count,total_prompts_duration,average_prompts_duration,tab_switch_count,total_tab_switch_time,average_tab_switch_time,totaltime_y,click_count_y,total_mouse_movement_y,mousewheel_count_y,total_mousewheel_distance_y,average_mousewheel_distance_y,copy_count_y,average_copy_length_y,paste_count_y,average_paste_length_y,delete_count_y,keypress_count_y,highlight_count_y,average_highlight_length_y,idle_count_y,average_idle_duration_y,total_idle_duration_y,Score
2020,2,2,58.654,117.308,4,5104.523821427642,23,2300.0,100.0,1,1412.0,1,35.0,0,0,2,1412.0,4,3012.75,12051,1,0.0,,2,57.495,57.495,141.062,4,17519.155840804655,87,8900.0,102.29885057471265,1,35.0,1,1420.0,0,0,1,35.0,7,3013.0,21091,1.0
2026,12,12,121.65775,1459.893,22,17211.89227790749,1152,31584.0,27.416666666666668,0,0.0,4,1986.5,42,618,1,2.0,37,3003.054054054054,111113,10,1430.369,143.0369,2,1.08,1.08,1465.788,47,27891.83782926077,2226,38767.19999999993,17.415633423180562,5,1592.2,1,15.0,231,1820,11,1084.4545454545455,62,3011.2258064516127,186696,7.0
2027,5,5,72.687,363.435,9,5088.987734912615,1221,12736.0,10.43079443079443,1,1680.0,1,4326.0,1,147,2,1680.0,13,3002.769230769231,39036,2,57.836,28.918,0,0.0,,360.053,15,15333.971948066066,2011,27118.0,13.48483341621084,1,4326.0,1,1680.0,2,21,4,2179.5,25,3003.64,75091,9.0
2028,3,3,60.21566666666666,180.647,7,8593.214048340398,3,300.0,100.0,1,1239.0,1,38.0,21,64,5,886.2,7,3009.8571428571427,21069,1,55.0,55.0,0,0.0,,176.186,3,44447.2358710457,74,8100.0,109.45945945945944,1,38.0,1,1243.0,0,0,2,38.0,3,3009.6666666666665,9029,2.0
2033,1,1,25.675,25.675,6,3351.0721343011733,0,0.0,0.0,0,0.0,0,0.0,3,33,0,0.0,0,0.0,0,1,6.0,6.0,0,0.0,,2165.102,26,30808.404076186955,0,0.0,0.0,1,36.0,1,384.0,0,4,11,36.0,46,3109.217391304348,143024,7.0
2034,2,2,43.535,87.07,12,9881.641801670694,0,0.0,0.0,0,0.0,0,0.0,2,40,0,0.0,3,3005.6666666666665,9017,1,20.0,20.0,0,0.0,,589.739,14,33131.53390018415,0,0.0,0.0,2,130.0,1,1260.0,9,7,7,80.14285714285714,33,3051.696969696969,100706,2.0
2035,4,4,133.15375,532.615,2,27515.23986125388,18,1800.0,100.0,0,0.0,0,0.0,0,0,0,0.0,13,3058.4615384615386,39760,0,0.0,,6,95.392,31.79733333333333,531.927,18,30670.54226101881,484,49900.0,103.099173553719,1,35.0,0,0.0,6,197,5,20.8,19,3025.157894736842,57478,9.0
2036,4,4,68.19725,272.789,11,14008.280023274065,43,4500.0,104.65116279069768,1,1755.0,0,0.0,9,79,6,878.0,9,3005.777777777778,27052,1,105.0,105.0,0,0.0,,266.861,10,38605.66540946592,81,8500.0,104.93827160493828,0,0.0,1,1761.0,4,12,2,19.0,7,3135.5714285714284,21949,2.0
2040,4,4,162.05125,648.205,8,3403.012460185092,1274,15459.0,12.134222919937203,0,0.0,2,2662.0,10,130,0,0.0,13,3002.3846153846152,39031,4,525.533,131.38325,0,0.0,,647.333,18,18684.27745177,3399,17939.0,5.2777287437481615,2,2662.0,0,0.0,126,1224,5,2130.8,22,3001.409090909091,66031,7.0
2043,3,3,241.46066666666664,724.382,8,16425.926628890702,0,0.0,0.0,0,0.0,0,0.0,14,104,0,0.0,10,3000.7,30007,4,501.256,125.314,0,0.0,,724.326,7,33820.96056712947,394,43300.0,109.8984771573604,0,0.0,0,0.0,195,1504,0,0.0,14,3001.0714285714284,42015,11.0
2046,5,5,34.0814,170.407,8,4688.003783967922,245,2689.0,10.975510204081631,1,618.0,1,4326.0,3,27,4,586.0,6,3002.0,18012,2,51.576,25.788,0,0.0,,169.487,5,6422.702335058207,2325,11648.0,5.00989247311828,1,4326.0,1,618.0,0,0,1,4326.0,9,3002.222222222222,27020,6.0
2048,10,10,71.3903,713.903,18,19831.941854862267,267,2061.0,7.719101123595506,2,1116.0,7,1742.428571428571,8,305,4,772.25,15,3001.6,45024,3,69.186,23.062,0,0.0,,717.105,61,37874.52709299976,3532,43324.0,12.266138165345414,8,1538.625,3,883.6666666666666,33,1099,23,902.4782608695652,26,3001.269230769231,78033,9.0
